Word,Root,Gloss,Morphemes,Line Numbers
монудижип,,,"['ну (accusative)', 'ди (past tense)', 'ип (circumstantial)']",2631A
ххаан,,,['ан (participle)'],2634A
көзүлбээн,,,"['зү (verbalizer)', 'эн (participle)']",2641A
кулаанга,,,"['кула (iterative aspect)', 'ан (participle)', 'га (dative)']",2642A
дыӊналбаан,,,"['ды (past tense)', 'ал (ability)', 'ба (negative)', 'ан (participle)']",2642A
катым,катым,"wife’s elder male siblings and wife’s father, collectively (possessed form)",[],"2644A, 3029A, 3134A, 3272A, 904B"
чөпшээрешкеш,чөп,right (expresses agreement),['кеш (circumstantial)'],2644A
ачам,ача,father,[],"2646A, 2826A, 2830A, 3276A, 3285A, 155C"
ыдыы,,,['ды (past tense)'],"2647A, 2798A"
чугаалады,чугаа,"conversation, speech, talk(ing)","['ла (verbalizer)', 'ды (past tense)']","2650A, 267C"
араатаннар,ара,distance,"['тан (ablative)', 'нар (plural)']","2658A, 1585B"
айбылаар,айбылаар,send,[],2662A
чоруурунуу,чоруур,drive,['ну (accusative)'],"2666A, 943B"
хорууруну,хоруур,prohibit,['ну (accusative)'],2668A
хоруп,,,"['ор (aorist)', 'уп (circumstantial)']","2668A, 313B, 442B"
соксатканыны,сок,fruit juice,"['са (verbalizer)', 'ка (dative)', 'ны (accusative)', 'ны (accusative)']",2669A
соксадып,сок,fruit juice,"['са (verbalizer)', 'ып (circumstantial)']",2669A
дыӊнавайн,,,"['ды (past tense)', 'на (verbalizer)', 'ва (negative)']",2670A
чылды,чыл,year,['ды (past tense)'],"2672A, 2673A"
кудук,куду,down,[],2676A
кудуктан,куду,down,['тан (ablative)'],"2677A, 2679A"
сутгарып,,,"['су (verbalizer)', 'гар (verbalizer)', 'ып (circumstantial)']",2678A
көрейн,көр,please,[],"2678A, 2679A, 3029A, 506B, 618B, 772B, 818B, 1215B, 1472B, 751C, 771C, 964C"
мөнтүн,,,['тү (past tense 3rd)'],2679A
кудукче,куду,down,['че (allative)'],2682A
чедерге,чедер,catch up,['ге (dative)'],2682A
өскээр,,,[],"2684A, 40B, 45B, 46B, 954C, 1316C"
чүткүүр,чүткүүр,aspire,[],2684A
чоору,чоор,what,[],2685A
аъдыӊныӊ,а,but,"['ды (past tense)', 'ны (accusative)']",2687A
суу,,,['су (verbalizer)'],"2687A, 543C"
кедеп,,,"['ке (dative)', 'де (verbalizer)']","2697A, 9B, 166B, 210B, 618B, 778B, 824B, 525C, 1136C, 1422C"
үшү,,,['шү (verbalizer)'],2698A
хонганыныӊ,,,"['га (dative)', 'ны (accusative)', 'ны (accusative)']",2698A
дүъш,дүъш,noon,[],"2699A, 762B, 765B"
дүштүктүг,дүштүк,bride,['түг (adjectival)'],2702A
аүдүксүг,а,but,"['үк (verbalizer)', 'үг (adjectival)']",2703A
дээриглеп,дээр,concern,['ле (verbalizer)'],2704A
кудукту,куду,down,['ту (past tense)'],2706A
алгат,а,but,['лга (nominalizer)'],2706A
соолбайн,,,['ба (negative)'],2708A
кыжын,кыжын,in the winter(time),[],"2709A, 3188A"
доӊмайн,,,['майн (negative gerund)'],2709A
чайын,чайын,in the summer(time),[],"2710A, 3189A"
ирип,,,"['ир (participle)', 'ип (circumstantial)']","2710A, 46B"
чыдывайн,,,"['чы (verbalizer)', 'дыва (allative)']",2710A
сайын,,,"['са (verbalizer)', 'ын (reflexive)']",2711A
шаарартыр,,,"['ар (verbal noun)', 'ар (verbal noun)', 'тыр (causative)']",2711A
кумун,кум,"desert, sandy place",['ун (reflexive)'],2712A
куурартыр,куу,swan,"['ар (verbal noun)', 'тыр (causative)']",2712A
кадып,кады,together,[],"2713A, 1175C"
соглуп,,,['уп (circumstantial)'],2713A
берейн,бе,mare,[],"2713A, 2956A, 57B, 535B, 1413B, 10C, 237C, 244C, 416C, 816C"
кудукта,куду,down,['та (verbalizer)'],2716A
суп,,,['уп (circumstantial)'],"2717A, 2793A, 524B, 539B, 1008B, 1054B, 1151B, 1298B, 201C, 1018C, 1039C, 1751C"
иже,,,['же (allative)'],2718A
бээрде,бээр,trade in,['де (verbalizer)'],"2718A, 3254A"
эрликти,эрлик,underworld,['ти (past tense)'],2719A
шалбазы,,,"['ал (ability)', 'ба (negative)', 'зы (verbalizer)']",2720A
аргактыг,аргак,twisted,['ыг (nominalizer)'],2721A
ораай,,,['ор (aorist)'],"2721A, 2728A, 2738A, 3235A"
кирзин,,,"['ир (participle)', 'зин (volitive 3rd singular)']",2721A
шишпип,,,"['иш (reciprocal)', 'ип (circumstantial)']",2722A
шалбадай,,,"['ал (ability)', 'ба (negative)', 'да (verbalizer)']",2723A
доора,доора,indirect,[],"2729A, 3441A"
ээрем,ээр,"return, come back",[],2733A
сугда,суг,water,['да (verbalizer)'],"2733A, 634C"
чөвүрээден,чөвүрээ,bark,['ден (ablative)'],2733A
эстеп,,,['те (verbalizer)'],2734A
дора,дор,honorary place in yurt,[],2734A
хадып,хады,"pine, fir",[],"2735A, 361B, 1397B, 1397B, 1401B, 1406B, 708C, 1634C, 1635C"
сөөртүп,сө,strongly,['үп (circumstantial)'],"2735A, 3208A, 640C, 1048C, 1055C, 1772C"
алташ,а,but,['аш (circumstantial)'],"2735A, 3009A, 722B, 1482B, 18C, 408C, 664C, 1009C, 1232C, 1372C, 1776C"
тегерип,те,Siberian ibex,"['гер (verbalizer)', 'ип (circumstantial)']","2736A, 2740A, 2743A"
дүжүрүптүп,,,"['дү (past tense)', 'үр (causative)', 'үп (circumstantial)', 'үп (circumstantial)']","2737A, 2744A"
белинге,бел,salmon-trout,"['ин (reflexive)', 'ге (dative)']","2738A, 2770A"
белин,бел,salmon-trout,['ин (reflexive)'],2741A
тептип,те,Siberian ibex,['ип (circumstantial)'],2741A
хөрээ,,,[],"2742A, 2775A"
сөөртүнчүп,сө,strongly,"['тү (past tense 3rd)', 'үп (circumstantial)']","2742A, 2745A"
тептер,те,Siberian ibex,['тер (plural)'],2746A
алдырбас,алды,lynx,['ба (negative)'],"2747A, 2946A, 2948A"
аскы,ас,ermine,['кы (nominalizer)'],"2748A, 2795A, 1200C"
ызырып,,,"['ыр (verbal noun)', 'ып (circumstantial)']","2748A, 2764A, 3247A, 954C, 1056C"
аргамчызын,аргамчы,lasso pole,['зын (verbalizer)'],"2749A, 226B, 235B, 313B, 1483C, 1486C"
дамчып,,,"['да (verbalizer)', 'ып (circumstantial)']",2749A
балдырыныӊ,балдыр,calf,['ны (accusative)'],2750A
сөөгүнге,сө,strongly,['ге (dative)'],"2750A, 3209A"
хемдип,хем,river,['ип (circumstantial)'],"2750A, 1773C, 1778C"
өзер,өзер,rise,[],"2755A, 1554B"
тынывыс,тын,life,['ывыс (posessive 1st plural)'],2756A
өршээ,,,[],2756A
силерде,силер,you (plural or singular honorific),['де (verbalizer)'],2758A
алымым,а,but,"['ым (posessive 1st singular)', 'ым (posessive 1st singular)']",2758A
чүвем,чүве,stuff,[],"2759A, 3027A, 116B, 628B, 1323B, 1329B, 1336B, 1343B, 1350B, 785C"
чокдээш,чок,deny,[],2759A
аъттыӊ,аът,horse,['ты (past tense)'],"2761A, 3387A, 524B, 846B"
чуларлаштырып,чула,buddhist lamp (icon lamp),"['аш (circumstantial)', 'тыр (causative)', 'ып (circumstantial)']",2762A
ооо,оо,"Discourse marker, adds emphasis to preceding sentence/phrase",[],2763A
г,,,[],"2763A, 745C"
аргамчыныӊ,аргамчы,lasso pole,['ны (accusative)'],"2764A, 229B"
соомдан,,,['дан (ablative)'],2765A
олургар,олур,sit,['гар (verbalizer)'],2765A
хөрээнге,,,"['эн (participle)', 'ге (dative)']",2766A
байларныӊ,бай,wealth,"['лар (plural)', 'ны (accusative)']",2767A
көгээри,,,[],2767A
көӊтейген,,,"['те (verbalizer)', 'ген (postlocative)']",2767A
хөрээмни,,,['ни (accusative)'],2767A
улап,,,['ла (verbalizer)'],"2768A, 2774A, 2965A, 226B, 1598C"
аалдарны,аал,yurt,"['дар (plural)', 'ны (accusative)']",2771A
чуртта,чурт,"earth, country",['та (verbalizer)'],"2771A, 1011C"
кагган,,,"['ка (dative)', 'ган (participle)']","2771A, 1080B, 172C"
талгы,тал,willow,['гы (adjectival)'],2772A
арзайган,а,but,"['за (verbalizer)', 'ган (participle)']",2773A
белимни,бел,salmon-trout,"['им (posessive 1st singular)', 'ни (accusative)']",2773A
бели,бел,salmon-trout,[],"2775A, 3046A"
тутчу,,,"['ту (past tense)', 'чу (verbalizer)']","2775A, 189B"
силгиленип,,,"['ил (passive)', 'ил (passive)', 'ен (reflexive)', 'ип (circumstantial)']",2775A
катыны,каты,father-in-law (father of wife),['ны (accusative)'],2779A
катыныӊ,каты,father-in-law (father of wife),['ны (accusative)'],2780A
аалыныў,аал,yurt,['ны (accusative)'],2780A
келгепг,,,"['ке (dative)', 'лге (nominalizer)']","2780A, 94B, 626B, 46C, 958C, 991C"
колуӊар,кол,primary,['ар (verbal noun)'],2781A
карбап,,,"['кар (verbalizer)', 'ба (negative)']",2782A
будуӊар,,,"['ду (past tense)', 'ар (verbal noun)']",2783A
кудурууӊар,куду,down,['ар (verbal noun)'],2785A
ширбип,,,"['ир (participle)', 'ип (circumstantial)']","2786A, 1313C, 1329C"
аскыӊар,ас,ermine,"['кы (nominalizer)', 'ар (verbal noun)']",2787A
силердээш,силер,you (plural or singular honorific),[],2788A
аъттың,аът,horse,['тың (genitive)'],"2791A, 525B"
шимээн,,,"['им (posessive 1st singular)', 'эн (participle)']","2791A, 146B, 711C, 1424C"
корткаш,,,"['ор (aorist)', 'каш (gerund prior action (after since having done) or circumstantial)']","2791A, 3230A, 242B, 1025C, 1072C, 1077C, 1270C, 1275C, 1284C, 1385C"
барбазыныӊ,бар,be (present),"['ба (negative)', 'зы (verbalizer)', 'ны (accusative)']",2792A
бадырадыр,,,"['ба (negative)', 'дыр (causative or evidential)', 'дыр (causative or evidential)']",2792A
ширээзиниӊ,ширээ,table (Archaic),"['зи (verbalizer)', 'ни (accusative)']",2793A
дөрүнүӊ,дөр,honorable place of the master of the home,['нү (accusative)'],2794A
думчуу,,,"['ум (posessive 1st singular)', 'чу (verbalizer)']",2795A
долган,долган,full,[],"2795A, 171C"
арын,арын,"face (e.g., human)",[],2796A
калдарара,,,"['ал (ability)', 'дар (plural)', 'ар (verbal noun)']",2796A
күдээзиниӊ,күдээ,husband of younger sister or daughter,"['зи (verbalizer)', 'ни (accusative)']",2797A
өөнте,,,['те (verbalizer)'],"2797A, 147C, 1489C"
үӊгеп,,,['ге (dative)'],"2797A, 3210A, 3216A, 3219A"
бурганны,бурган,god,['ны (accusative)'],2798A
бурганым,бурган,god,['ым (posessive 1st singular)'],2799A
ыдыын,,,"['ды (past tense)', 'ын (reflexive)']",2799A
артыжап,арты,background,[],2799A
алдым,алды,lynx,[],"2799A, 1410B, 1521B, 1524B, 362C, 1293C"
йайындырыӊмай,,,"['ын (reflexive)', 'дыр (causative or evidential)']",2800A
күдээзин,күдээ,husband of younger sister or daughter,['зин (volitive 3rd singular)'],"2803A, 3022A, 3292A, 3327A, 898B"
дилей,,,"['ди (past tense)', 'ле (verbalizer)']",2803A
сүмележирге,сүмележир,discuss,['ге (dative)'],2804A
хөлдүӊ,хөл,lake,['дү (past tense)'],"2807A, 2820A, 2828A, 2986A, 19C, 33C"
бугазы,буга,bull,['зы (verbalizer)'],"2807A, 2933A, 2986A, 2989A"
өлүртүп,өлүр,die,['үп (circumstantial)'],"2808A, 408B, 619C"
каай,,,['ка (dative)'],2808A
күдээзиҥ,күдээ,husband of younger sister or daughter,['зи (verbalizer)'],2810A
шайладып,шай,tea,"['ла (verbalizer)', 'ып (circumstantial)']","2811A, 2867A, 3291A, 3293A, 281B"
дөжээн,,,['эн (participle)'],2813A
кудээзи,,,['зи (verbalizer)'],2815A
шайлап,шай,tea,['ла (verbalizer)'],"2815A, 993B"
бугазыныӊ,буга,bull,"['зы (verbalizer)', 'ны (accusative)']","2820A, 2828A, 3006A"
чүрээни,,,"['үр (causative)', 'ни (accusative)']","2821A, 2829A, 2963A"
улуска,улус,folk,['ка (dative)'],2822A
берзиӊзе,бе,mare,"['зи (verbalizer)', 'зе (verbalizer)']","2823A, 3028A"
кандыгыл,кандыг,"what, what like, what kind of",['ыл (passive)'],"2823A, 3028A, 3271A, 286B, 1383B"
күдээзи,күдээ,husband of younger sister or daughter,['зи (verbalizer)'],"2824A, 894B, 902B, 908B, 935B, 976B, 982B, 983B, 1109B"
соӊтгу,,,[],2827A
ханын,ханы,deep,[],2829A
дайзынче,дайзын,enemy,['че (allative)'],2830A
к,,,[],"2830A, 390B"
чорудары,чорудары,parcel,[],2831A
кургаар,кургаар,dry,[],2833A
дээни,,,['ни (accusative)'],"2833A, 3284A, 37C, 38C, 39C, 273C, 274C, 275C, 275C, 276C, 278C, 279C, 371C"
соксааны,сок,fruit juice,"['са (verbalizer)', 'ны (accusative)']",2834A
дээре,дээре,best,[],2834A
күчүтен,күчүтен,all kinds of surreal creatures,[],2839A
колдуксут,колдук,armpits,['су (verbalizer)'],2841A
дүштүк,дүштүк,bride,[],2842A
айаүкссүг,ай,"1. month, 2. moon","['үк (verbalizer)', 'үг (adjectival)']",2843A
араатан,ара,distance,['тан (ablative)'],"2844A, 1588B"
олче,ол,"he, she, it, that, this, these",['че (allative)'],2845A
углаан,,,"['уг (adjectival)', 'ла (verbalizer)', 'ан (participle)']","2845A, 1552C, 1567C"
чокдеп,чок,deny,['де (verbalizer)'],2845A
чүвээ,,,['чү (verbalizer)'],"2847A, 1189B, 517C"
херээжен,херээжен,woman,[],"2848A, 2864A"
эртенинде,эртен,morning,"['ин (reflexive)', 'де (verbalizer)']","2850A, 2873A, 3008A, 3044A, 3058A, 175B, 332B, 644B, 670B, 671B, 680B, 697B, 698B, 707B, 724B, 730B, 755B, 935B, 1067B, 1390B, 202C, 800C"
амыш,амы,life,[],2850A
хымыш,хымыш,big cooking pot,[],2850A
болчаттыг,бо,"this, that, those",['ыг (nominalizer)'],2851A
тейни,тей,"1. hill, 2. top of head",['ни (accusative)'],"2851A, 175C"
кыйгырып,,,"['кы (nominalizer)', 'гыр (adjectival)', 'ып (circumstantial)']","2852A, 3254A, 797C, 1192C"
таалыӊын,та,discourse particle indicating uncertainty (in response to a question),"['ал (ability)', 'ын (reflexive)']",2855A
ок,,,[],2857A
чемзээн,чем,dish,['эн (participle)'],2857A
азынгаш,азы,"or not (at the end of a yes/no question), is(n’t) it?",['гаш (circumstantial)'],"2857A, 1508C"
деӊтүр,,,"['де (verbalizer)', 'үр (causative)']",2861A
инектиг,,,"['ин (reflexive)', 'ек (nominalizer)', 'ти (past tense)']","2861A, 2995A"
дөӊгүр,,,['үр (causative)'],"2862A, 252C, 266C, 851C, 877C, 883C, 1555C, 1579C, 1581C, 1643C, 1644C, 1647C"
бызаалыг,бызаа,calf (up to 1 year),['лыг (adjectival)'],2862A
өїге,,,['ге (dative)'],2863A
уруг,уруг,1. daughter 2. small child of either gender,[],"2864A, 2872A, 17B, 307B, 891B, 912B, 915B, 918B, 938B, 943B, 972B, 986B, 989B, 1055B, 1080B, 1099B, 1387B, 1390B, 1479B, 58C, 113C, 138C, 139C, 144C, 171C, 271C, 282C, 1650C"
чөнүк,чөнүк,"antique, ancient (person)",[],2864A
инээни,,,"['ин (reflexive)', 'ни (accusative)']",2865A
сүттээш,сүт,milk,[],2866A
орайтап,,,"['ор (aorist)', 'тап (plural)']",2869A
таваржы,та,discourse particle indicating uncertainty (in response to a question),"['ар (verbal noun)', 'жы (verbalizer)']","2870A, 3057A, 1408B, 1005C"
оъткарып,оът,grass,"['кар (verbalizer)', 'ып (circumstantial)']","2871A, 3000A"
оа,,,[],"2872A, 847C"
баарга,баар,drive,['га (dative)'],"2873A, 333B, 557B, 579B, 785B, 811B, 832B, 294C, 296C, 298C, 801C, 1288C"
кымыл,кым,who,['ыл (passive)'],"2878A, 2879A, 552B"
аваӊ,ава,mother,[],2879A
кыйгырган,,,"['кы (nominalizer)', 'гыр (adjectival)', 'ган (participle)']","2879A, 1130C"
тоса,тос,nine,[],2884A
даӊгына,,,"['да (verbalizer)', 'гы (adjectival)', 'на (verbalizer)']","2889A, 3469A, 600B, 614B, 616B, 618B, 623B, 1052B, 1492B, 773C, 828C"
кадайлыг,кадай,wife,['лыг (adjectival)'],"2889A, 439B"
хөл,хөл,lake,[],"2892A, 2903A, 2932A, 2978A, 3178A, 2B, 324B, 324B, 335B, 335B, 340B, 341B, 414B, 1C, 1407C"
буганыӊ,буга,bull,['ны (accusative)'],"2893A, 2942A, 2962A"
орукта,орук,road,['та (verbalizer)'],2897A
чанарыӊда,чан,side,"['ар (verbal noun)', 'да (verbalizer)']",2898A
хөлдүң,хөл,lake,['дүң (genitive)'],2910A
бодай,бода,unit of measurement of number of cattle,[],"2912A, 2913A, 3079A, 726B, 27C"
катканыӊ,кат,berry,"['ка (dative)', 'ны (accusative)']","2914A, 1225C"
хуурааныӊ,хуу,personal,['ны (accusative)'],2914A
хөлдүў,хөл,lake,['дү (past tense)'],2915A
доп,,,[],"2917A, 2918A, 263C, 266C, 279C, 1208C"
дораан,дораан,immediately,[],"2917A, 2918A, 224B, 253C, 263C, 269C, 279C, 916C, 1208C, 1229C, 1444C"
куттулган,,,"['ул (particle)', 'ган (participle)']",2917A
хуулганыӊ,хуу,personal,"['лга (nominalizer)', 'ны (accusative)']",2917A
хуула,хуу,personal,['ла (verbalizer)'],2923A
эдээӊ,,,[],2925A
даштыы,дашты,exterior,[],2926A
эдээуни,,,['ни (accusative)'],2926A
баарыл,баары,"visit, going",[],2927A
мыйызындан,,,['зындан (possessive 3rd ablative)'],"2928A, 717B, 721B"
силгип,,,"['ил (passive)', 'ип (circumstantial)']",2928A
турзуӊза,,,"['тур (evidential)', 'зу (verbalizer)', 'за (verbalizer)']",2928A
