Word,Line Numbers
дегли,"1416A, 1418A"
чүктунӊ,1417A
согу,1418A
дўяа,1418A
апарып,"1418A, 103B, 644C, 712C"
бүлгээрин,1420A
уя,"1421A, 1423A, 2595A, 2596A, 2597A, 2598A, 337B, 407B"
чонун,"1421A, 1096B"
бүлгээринтыртып,1422A
чылын,"1424A, 1425A, 2489A, 44C, 50C, 51C, 86C, 372C, 1771C"
чергелештир,"1425A, 2489A, 1371B"
найырлап,"1425A, 2600A, 2611A"
наадымга,1426A
тоолдаар,1427A
тоолдап,"1427A, 992B"
ырлажыр,1428A
ырлажып,1428A
кажык,"1429A, 1430A, 1726A, 32B"
адып,"1430A, 1908A, 3367A, 3407A, 414B, 886C, 930C, 1642C"
ойнап,"1430A, 2872A, 3462A, 21B, 32B, 33B, 824B, 1088C, 1088C, 1091C, 1095C, 1095C, 1145C, 1586C"
хөглеп,1430A
энчээн,1433A
өөнүӊ,"1433A, 654B, 298C, 324C, 923C"
дөрүнден,1433A
баглаажынга,"1433A, 2790A"
аппарып,"1436A, 1672A, 3183A, 112B, 248B, 252B, 253B, 465B, 910B, 1410B, 416C, 605C, 605C, 708C, 741C, 781C, 800C, 1772C"
кеткеш,"1437A, 604B, 605B, 666C, 702C, 703C, 703C, 851C"
кадынын,"1438A, 1890A, 1891A, 1304B, 1313B"
саадаткаш,1438A
авыгайыӊарны,1440A
шинчип,"1440A, 2172A, 2247A, 2455A, 1569C, 1585C"
көруп,1440A
турунар,1440A
коданын,"1447A, 255C"
куржалып,1448A
чыглып,"1448A, 2013A, 2089A, 2153A, 2598A"
турза,1448A
кылчаш,1450A
адактыӊ,"1452A, 2159A, 2386A, 768B"
салдыг,"1454A, 1652A, 1717C, 1718C"
ашаа,"1454A, 1652A, 1414B"
сөгүрээш,"1455A, 1488A, 498B"
кадыным,1459A
алдымда,1460A
саадап,"1460A, 1559A, 13C, 25C"
орарым,1460A
пгирээм,1461A
чам,"1463A, 2561A, 1312C, 1328C, 1780C"
эдилээн,1469A
эдиӊер,1469A
ширээӊер,1470A
чайыр,"1472A, 1500B, 1514B, 1609B"
уа,1475A
ча,"1476A, 333B, 333B, 594B, 920B, 947B, 72C, 756C, 766C, 790C, 952C, 1374C, 1586C"
үӊтеп,"1477A, 3224A"
четкеш,"1477A, 510B, 580B, 1045C, 1595C"
эде,1478A
туткулап,1478A
кадынынга,1479A
доктаай,"1479A, 2187A"
шала,"1480A, 1305B, 1319B, 1491C"
сөглээр,"1482A, 569C, 1683C"
аайын,"1482A, 314B, 320B, 357B, 403B, 425B, 429B, 978B, 905C"
тыппас,"1482A, 729B, 20C, 30C"
чугаалаан,"1483A, 44B, 79B, 223B, 227B, 244B, 292B, 322B, 418B, 426B, 432B, 481B, 750B, 790B, 996B, 1158B, 1302B, 1324B, 1331B, 1338B, 1346B, 1373B, 5C, 22C, 39C, 132C, 253C, 367C, 738C, 744C, 789C, 808C, 916C, 1449C, 1458C, 1480C, 1481C, 1484C, 1500C, 1563C, 1661C"
менде,"1485A, 794B, 185C, 452C, 455C, 458C, 480C"
кадыннынӊ,1485A
бодунда,1485A
эпчок,"1486A, 81B"
силернин,1489A
кадыныӊар,1489A
кулдугур,1490A
эгинниг,1490A
сүзүктүг,1491A
хуугбай,1492A
шинчилиг,1492A
адынып,1493A
дарынган,1493A
гөөрээн,1494A
төрел,"1495A, 3273A, 182C, 188C"
тывар,"1495A, 151B, 645B, 670B, 680B, 697B, 707B, 724B, 17C, 30C"
төрелимче,1496A
чанар,"1496A, 3025A, 3149A"
тааржырыл,1498A
сүмезин,1499A
ирем,"1500A, 1050C, 1052C"
ындыт,"1502A, 1863A, 561B, 121C, 230C"
чылдык,"1503A, 2806A, 2819A, 2883A, 2900A, 3054A"
черде,"1503A, 1570A, 1854A, 1993A, 2239A, 2806A, 2819A, 2860A, 2883A, 3019A, 3347A, 3391A, 24B, 889B, 1024B, 1065B, 1585B, 480C"
баа,"1505A, 1571A, 1586A, 1655A, 1705A, 1714A, 1960A, 1974A, 1979A, 2021A, 2153A, 2226A, 2571A, 2601A, 2622A, 2626A, 2791A, 3134A, 3145A, 3225A, 3447A, 687B, 1478C"
бага,"1505A, 1571A, 1586A, 1655A, 1705A, 1714A, 1960A, 1974A, 1979A, 2021A, 2153A, 2226A, 2571A, 2601A, 2622A, 2626A, 2791A, 3134A, 3145A, 3225A, 3447A"
чиӊгис,"1505A, 1571A, 1960A, 2019A, 2020A, 2021A"
херелдиг,"1506A, 1572A, 2578A, 600B, 606B, 614B, 745C"
даӊтыназы,"1507A, 626B"
бодуӊда,1511A
ийикдеп,1517A
шил,"1520A, 1734A, 1814A, 1889A"
бажыӊга,1520A
хураганныӊ,1522A
амзавас,1526A
аараан,"1527A, 251B, 1077B, 872C"
хонганында,1528A
эккеливер,1529A
ынавас,"1530A, 1742A"
дизе,"1530A, 1743A, 3085A, 669B, 695B, 723B, 1374B, 253C, 526C, 531C"
хүлүп,1531A
шарып,"1531A, 1319B, 1534B, 512C, 514C"
сигенин,"1535A, 1603B"
чулуп,"1535A, 111C, 113C"
сускун,1536A
чөвүрээзин,1537A
картап,1537A
хевээнек,1539A
хааларныў,1541A
айтырыынга,1541A
аайлап,"1543A, 1580A"
карактап,1543A
бараалгаар,"1544A, 1551A"
харыылап,"1546A, 1991A, 2036A, 1178B, 1232B, 1270B, 1512B, 112C, 240C, 1496C"
айтырарга,"1548A, 1852A, 2024A, 2274A, 823C, 1476C"
бергени,"1556A, 46B"
серге,"1558A, 2813A, 313C, 331C"
кежи,"1558A, 2148A, 2211A, 2813A, 629B, 656B, 665B, 632C, 666C, 671C, 678C, 685C, 689C, 703C, 761C, 844C, 845C, 850C, 850C, 858C, 859C, 874C, 874C, 877C, 877C, 884C, 884C"
олбуунга,1559A
эрни,"1560A, 1677A, 2528A, 603C, 663C, 665C"
эккелгтени,1561A
шаажанӊ,1562A
тавааныу,1562A
тарак,"1563A, 158C"
хойтпаан,1563A
сунган,1564A
тырткалак,1564A
шимгелек,1565A
пактапкаш,1566A
сунуп,"1566A, 2267A"
даӊгыназын,"1573A, 1655A, 728C"
айбылаанда,1575A
шөлээзинден,1578A
көрүӊер,"1578A, 1234B, 1302B, 1601C"
башкарып,1580A
мендээш,"1580A, 2941A"
удуучаннап,1583A
бүдүү,"1583A, 238B, 1357C"
дыӊнап,"1583A, 1702A, 2238A, 818B, 918B, 928B, 997B, 1112B, 799C, 1066C, 1292C, 1495C, 1653C, 1653C"
шаамда,1585A
даӊгыназы,"1586A, 2645A, 2660A, 2667A, 2825A, 3232A, 3355A, 606B, 891C"
кырын,"1586A, 1261C"
иштинте,1586A
мээң,"1587A, 2030A, 3308A, 642B"
ие,"1587A, 1713A, 230C, 1667C"
бөрү,"1588A, 1715A, 514B, 517B, 523B, 530B, 1049B, 1596B, 457C, 459C, 461C, 474C, 845C, 850C, 859C, 874C, 877C, 884C, 971C, 974C, 987C, 996C, 1003C, 1006C, 1008C, 1012C, 1015C, 1018C, 1021C, 1025C, 1037C, 1039C, 1042C, 1049C, 1060C, 1076C, 1081C, 1149C, 1155C, 1158C, 1160C, 1170C, 1172C, 1182C, 1186C, 1195C, 1198C, 1203C, 1204C, 1208C, 1211C, 1217C, 1219C, 1221C, 1222C, 1228C, 1235C, 1237C, 1241C, 1242C, 1246C, 1250C, 1254C, 1406C, 1413C, 1414C, 1418C, 1419C, 1422C, 1439C, 1441C, 1459C, 1461C, 1466C, 1468C, 1476C, 1480C, 1485C, 1488C, 1491C, 1494C, 1497C, 1502C, 1503C, 1510C, 1512C, 1517C, 1530C, 1571C"
мөӊтүн,"1588A, 2676A, 3286A, 623B, 666C, 671C, 678C, 690C, 704C"
суй,"1588A, 1717A"
белек,"1588A, 1717A"
эмиш,1590A
хүмүш,"1590A, 3197A, 3198A"
комун,1595A
чаяазын,1596A
арт,1598A
арзагар,1598A
шөл,"1600A, 1957A, 704C, 1290C"
чонактап,1600A
чорааны,1601A
калбак,"1602A, 1899A, 2855A, 1B, 1429B, 388C, 475C, 1086C, 1102C, 1104C, 1106C, 1107C, 1110C, 1111C, 1114C, 1117C, 1127C, 1128C, 1129C, 1130C, 1131C, 1137C, 1140C, 1144C, 1542C"
ачымаан,1602A
дергилеп,"1602A, 1944A"
шаштыккан,"1603A, 1902A, 1913A, 1926A, 895C"
тайгазынга,1604A
ийинге,"1605A, 1607A, 1611A, 1613A, 755B"
айт,"1606A, 1612A"
аӊ,"1609A, 171B, 192B, 217B, 758C, 1679C"
кыра,"1610A, 1617A, 1080C, 1084C"
хөмелеп,"1610A, 1617A"
өле,"1615A, 716B, 721B, 111C, 492C, 492C"
кошкар,"1615A, 753B, 756B, 782B"
тезин,1616A
шилгизинге,1618A
кулактан,1619A
соңгаар,"1620A, 1683C, 1700C"
кудуруктан,1620A
дөӊмээнге,1621A
сыра,"1622A, 1727A, 1893A, 920B, 947B"
кадап,"1622A, 2076A, 93B, 966B, 1550C, 1753C, 1753C"
шимиткээш,1622A
аадып,1623A
артып,"1623A, 2161A, 2390A, 2856A, 3111A, 3118A, 164B, 989B"
оваалап,1626A
оваазы,1627A
хөлеге,"1631A, 1829A"
чарыынга,"1631A, 1634A"
доӊмас,1635A
чыдызвас,1635A
соок,"1636A, 1600B, 1605B"
одунуӊ,1637A
чаны,"1637A, 2264A, 2566A, 923C"
эрттирип,1637A
эжиинден,1638A
үндүр,"1638A, 2043A, 2068A, 211B, 300B, 1056B, 1165B, 615C, 640C, 772C"
хонууну,1640A
хуусаазы,1640A
каттангызын,1642A
алагаш,1642A
бараалгааш,"1644A, 1191B, 1227B, 1264B"
хүннүӊ,"1645A, 3304A, 1297B, 1092C"
айны,"1646A, 3030A"
чаазында,"1646A, 3030A, 3043A, 3303A, 1488B"
аъттанып,1647A
соонда,"1649A, 17B, 156B, 178B, 198B, 299B, 302B, 308B, 895B, 931B, 935B, 1211B, 1212B, 1248B, 1249B, 1284B, 302C, 698C, 1515C"
биезги,"1650A, 1414C"
кагары,1654A
бээрим,1656A
ырак,"1657A, 1860A, 3306A, 433B"
херэәӊ,1658A
айыылдыг,1658A
таар,"1659A, 3061A, 182C"
оъттуг,"1659A, 3061A, 3182A, 587B, 595B"
хонмас,1659A
тааганак,1660A
чивес,"1660A, 346C, 357C, 1166C, 1175C"
артыш,"1661A, 1685A"
шаанактыг,"1661A, 1685A"
суглуг,"1662A, 1686A, 3070A, 3182A, 3187A, 3260A, 3443A, 587B, 595B"
хонган,"1664A, 513B, 1251B"
чериӊге,1664A
дүш,"1665A, 3359A, 936B"
дүжээр,1665A
дүжүӊнү,1666A
утпас,1666A
хойнундан,1667A
теве,"1667A, 1883A, 1997A, 578C, 595C, 605C, 605C, 610C, 610C, 897C"
курут,1668A
улуун,"1669A, 3339A, 3339A, 3387A, 3388A"
чиир,"1669A, 2759A, 3160A, 28B, 43B, 327B, 348B, 348B, 351B, 972B, 1043B, 1154B, 1179B, 1195B, 1597B, 1598B, 1604B, 610C, 1015C, 1018C, 1018C, 1030C, 1037C, 1062C, 1062C, 1080C, 1085C, 1104C, 1105C, 1150C, 1152C, 1161C, 1164C, 1165C, 1171C, 1173C, 1174C, 1181C, 1189C, 1191C, 1208C, 1210C, 1218C, 1226C, 1315C, 1322C, 1355C, 1358C, 1361C, 1423C, 1445C, 1524C, 1580C, 1611C, 1674C, 1675C, 1695C, 1698C"
бичезин,1670A
даӊгынага,"1670A, 1672A"
мөӊгүн,"1671A, 1715A, 2586A, 2587A, 2706A, 605B, 609B, 610B, 614B, 1027B, 1125B, 1130B, 1132B"
чүссүктү,1671A
оу,1673A
эрниӊ,"1675A, 557C"
хөөмейин,1676A
хөөмейлеп,1676A
ырын,1678A
ырлап,"1678A, 344B, 673C, 706C, 1566C"
доккуладыр,1683A
үжен,"1684A, 2171A, 2200A, 3335A, 974B, 1503B, 1414C"
човаан,"1688A, 1741A"
даштаныйын,1688A
семирзин,1689A
улуп,"1691A, 1416C"
чыткаш,"1691A, 2722A, 9B, 235C, 418C, 446C, 532C, 749C, 961C, 976C"
шилгизи,"1693A, 3162A, 3176A"
кезе,1693A
оъттап,"1694A, 3122A, 511B, 296C, 317C, 320C, 573C, 1088C, 1088C, 1091C, 1095C, 1095C, 1096C, 1146C, 1148C, 1157C, 1163C, 1169C, 1178C, 1184C, 1188C, 1421C, 1523C, 1534C"
чанынгта,1695A
олчаан,"1696A, 1314B"
чыткан,"1697A, 2038A, 2233A, 2286A, 2903A, 3085A, 158B, 210B, 269B, 270B, 306B, 338B, 524B, 604B, 605B, 615B, 666B, 734B, 1023B, 1048B, 1438B, 122C, 148C, 292C, 414C, 418C, 448C, 457C, 462C, 464C, 466C, 638C, 747C, 801C, 896C, 902C, 902C, 925C, 988C, 1057C, 1077C, 1096C, 1159C, 1163C, 1362C, 1657C, 1713C, 1715C, 1773C, 1775C"
амыр,"1698A, 1976A, 1984A, 397B, 550B, 301C, 604C, 646C, 675C, 911C"
мендизин,"1698A, 1984A, 397B, 302C"
сээў,1701A
барааны,1701A
сурааӊ,1702A
манап,"1702A, 361B, 570C, 1279C, 1295C, 1366C, 1368C, 1434C"
турдум,1702A
даңгыназын,"1705A, 2670A"
херээӊте,1710A
адан,1712A
чоруӊда,1713A
чыдарыӊта,"1718A, 1723A, 324B"
чарыында,"1718A, 1755A, 1829A, 1974A, 826B, 138C, 355C"
ыш,"1718A, 1755A, 1794A"
буруӊайнып,1719A
бээриӊте,"1720A, 655B, 12C"
оолдар,"1721A, 1757A, 1175B, 1586C, 1593C, 1640C, 1641C"
оларны,"1722A, 2659A, 1190B, 1267B, 508C, 923C, 1008C"
доктар,"1723A, 1745A"
моондактар,1723A
таваржыр,1723A
эртерде,1724A
ыўай,"1728A, 1732A, 459C"
чыдарыӊга,"1728A, 716B, 798B"
хулер,1729A
паш,"1729A, 5B, 881B"
какпактап,1729A
хүртеӊ,1729A
хүлер,"1729A, 1766A, 1799A, 1802A, 1995A, 2050A, 2059A, 2077A, 2236A, 2282A, 2350A, 2460A, 3380A, 605B, 611B"
бодунуӊ,"1731A, 1777A, 1784A, 305B, 1101B, 1119B, 1138C"
күжүӊ,1731A
чыдарынта,1732A
оруктуу,1733A
белдиринде,"1733A, 1813A, 3321A"
бээриӊге,"1735A, 16C"
аӊгыла,"1737A, 1828A, 1838A, 1870A"
маӊгыс,"1737A, 1874A, 2844A"
аъдывыс,"1738A, 1857A, 3123A"
чарыштыраал,1739A
хүрежиил,1743A
хүрежиир,1744A
ыӊўайгы,1745A
моондактарны,1745A
алтайныӊ,1748A
халды,"1748A, 1929A"
аңын,"1749A, 766B"
кырып,"1749A, 877B, 1311B, 1537B"
кажыын,"1751A, 1782A, 1784A, 1787A"
сыразын,"1752A, 1792A"
дээринин,1753A
бургуткайнып,1755A
и,"1757A, 807C, 1473C"
акывыс,"1757A, 1215B"
маӊнажып,"1758A, 2091A, 2704A, 2715A"
хевинден,1760A
хеп,"1760A, 56B, 57B, 59B, 1155B"
кудуруундан,1761A
ыдык,"1762A, 2635A"
челинден,1762A
хыл,1763A
дүгүн,"1763A, 1617C"
тарбыдаптарга,1763A
аъттар,"1764A, 2248A, 2689A, 472B, 473B"
дуӊмазын,"1765A, 1767A, 1954A, 2615A, 219B"
шүдер,"1768A, 1996A, 2061A, 2062A, 2079A, 2080A, 2092A, 2109A, 2123A, 2214A, 2220A, 2231A, 2244A, 2259A, 2264A, 2270A, 2273A, 2275A, 2285A, 2315A, 2357A, 2358A, 2370A, 2376A, 2385A"
адап,"1768A, 6B, 1574C, 1577C"
алышкы,"1769A, 1954A, 1978A, 2075A, 2085A, 2229A, 2338A, 2356A, 109B, 109B, 132B, 135B, 285B, 288B, 445B, 1001B, 1002B, 1012B, 1032B, 1171B, 1361B, 1362B, 1362B, 1365B, 1381B, 1417B, 1465B, 1485B, 1490B, 1492B, 392C, 688C"
аъттаныпкаш,1770A
тургап,"1772A, 1973A, 1320C, 1593C"
дуӊмаӊны_,1773A
идиктеп,"1774A, 1775A, 2692A, 2920A"
чанчыктап,"1774A, 2692A, 2920A"
алдеп,"1774A, 2411A"
дуумазын,1775A
аъдыны,"1776A, 2246A"
соктаайн,1776A
соктаайндеп,1777A
төп,"1779A, 1787A, 545C"
кажыктаайн,1783A
кажыктадеп,1785A
буура,"1789A, 332C"
өгенийн,"1790A, 1791A"
бодунга,"1791A, 3088A"
өгенип,1792A
хажыызында,1794A
бургуттуруп,1794A
чыдырда,"1796A, 1823A, 2150A, 2213A, 2264A, 3350A, 3364A, 3393A, 3404A, 492B, 668B, 856B, 920B, 1049B, 971C, 989C, 1193C, 1758C, 1765C, 1775C"
хүлүртен,1797A
хүрену,1797A
бөле,"1798A, 1276B"
куспактааш,1798A
пажынга,"1799A, 2077A"
хавытааш,1800A
хөрүктей,1801A
пашты,1802A
допуржаан,1807A
дээринте,"1808A, 3433A"
көдуруп,1808A
хүлүртенӊ,1809A
хүреӊ,"1809A, 1969A, 1981A, 2032A, 3374A, 3378A, 1498B"
мөгениӊ,"1809A, 1981A, 1983A, 2178A, 3424A, 438B"
мойнун,"1810A, 2721A, 2744A"
аңдара,1811A
шаап,"1811A, 1824A, 1946A, 1952A, 2073A, 2657A, 165B, 186B, 207B, 271B, 451B, 711B, 1132B, 1138B, 1276B, 1138C"
оруктун,"1813A, 1365B, 904C"
оюп,1815A
дүу,1815A
сенчи,1816A
сирт,1817A
дээрин,1818A
хөлбеш,1818A
алгыргаш,1819A
тыртарга,1819A
пуд,"1820A, 2039A, 2046A, 2505A"
эжик,1821A
ажыттынып,1821A
чивеш,"1822A, 1909A, 2110A, 2215A, 2234A, 2376A, 2551A, 2555A, 1515C"
эдээн,"1824A, 2093A, 2094A, 2937A, 3204A, 887B, 974B"
турарга,"1826A, 2172A, 2247A, 3089A, 3376A, 123B, 158B, 179B, 200B, 547B, 842B, 1056B, 1596B, 464C, 465C, 479C, 1441C"
адыр,"1828A, 1871A, 1876A, 2545A, 2772A, 3200A, 786B, 806B, 820B, 830B, 426C, 1707C"
маӊтыс,"1828A, 1838A, 1849A"
албыс,"1829A, 1890A, 2174A, 2276A, 2432A, 280B, 1588B"
шулбус,"1829A, 2174A, 2276A, 246B, 251B, 258B, 401B, 1588B"
бирээзин,"1830A, 1966A, 1968A, 2987A, 420B, 423B, 510B, 514B, 275C, 276C, 529C, 962C, 964C, 965C, 967C, 972C, 977C, 983C, 985C, 1073C, 1266C, 1272C, 1276C, 1289C, 1303C, 1642C"
эмиини,1831A
сүдү,"1831A, 2865A"
шай,"1831A, 601B, 439C, 442C, 477C, 478C"
сүттээн,1831A
калдар,"1833A, 2411A, 3225A, 564B, 573B, 590B, 597B, 622B, 986B, 988B, 1181B, 1218B, 1255B, 724C, 767C, 774C, 795C, 801C"
ыт,"1833A, 628B, 1212B, 1249B, 1286B, 1591B, 339C, 357C, 368C, 369C, 416C, 730C, 795C, 801C, 1387C, 1388C, 1397C"
алгы,"1834A, 3349A, 3349A, 3392A"
эттээн,1834A
күн,1835A
чарыынче,1835A
эриӊерил,1839A
кажан,"1840A, 3468A, 230B, 503B, 663B, 778C"
каяа,"1841A, 726B, 488C"
чажырып,"1841A, 372B, 728B"
турдуңар,1841A
кадынны,"1842A, 1546B"
көксеп,1842A
хәректеп,1842A
богда,1845A
ойбас,1846A
ынчангаш,"1847A, 2581A, 3323A, 1067B, 1564B, 16C, 163C, 243C, 252C, 266C, 279C, 333C, 360C, 373C, 379C, 825C, 1402C, 1735C"
келдимдеп,1847A
аӊтыла,"1849A, 1856A"
адыӊ,"1850A, 2878A, 77B"
шолаӊ,"1850A, 2879A, 552B"
оранывр,1851A
дээрнҥиў,1853A
айлыктыг,"1854A, 532B, 532B, 557B"
мазӊгыс,1856A
үнгепг,1856A
чарыштырып,1857A
адыг,"1858A, 2005A, 2015A, 2154A, 2391A, 0B, 8B, 29B, 35B, 38B, 50B, 57B, 60B, 65B, 68B, 71B, 77B, 83B, 94B, 101B, 108B, 127B, 130B, 138B, 149B, 196B, 226B, 240B, 309B, 376B, 389B, 400B, 416B, 431B, 437B, 637B, 844C, 850C, 858C, 874C, 876C, 884C, 1015C, 1018C, 1021C, 1026C, 1035C, 1037C, 1039C, 1042C, 1045C, 1048C, 1055C, 1657C, 1657C, 1658C, 1660C, 1663C, 1667C, 1683C, 1685C, 1690C, 1712C, 1718C, 1719C, 1735C"
хүрештен,1858A
көрээли,1858A
узак,1860A
дуюг,"1861A, 464C"
даваны,1861A
элей,1861A
човай,1862A
боттарывыс,"1863A, 2394A"
күжүвүс,"1863A, 2394A"
көржүүл,1863A
хайындырынӊмай,1864A
чөпшээрежип,"1864A, 32C"
дишкеш,"1865A, 1491B, 798C, 1220C"
чүк,"1866A, 2379A, 396C"
тарай,"1866A, 1352C"
шодак,"1867A, 2440A"
шуудаан,1867A
ары,"1868A, 1096B, 1751C, 1751C, 1762C"
белеткени,"1868A, 3265A"
маӊгыстыӊ,1870A
бажыныӊ,"1871A, 72C"
белдирин,"1872A, 1877A"
оора,"1872A, 1878A, 717B"
долгаптар,1872A
азӊгыла,1874A
хүрежип,"1875A, 2489A, 3116A, 3124A"
бажынын,1876A
долгап,"1878A, 987B"
узуткап,"1878A, 3039A"
деже,"1879A, 1764C"
шанчыптарга,1879A
өөледини,1880A
дөрбеди,1880A
таӊдызыныӊ,1882A
тызазы,1882A
саймаалап,1882A
хемдиир,1883A
дилги,"1884A, 1049B, 1051B, 1147B, 1149B, 989C, 1003C, 1006C, 1008C, 1262C, 1288C, 1294C, 1295C, 1299C, 1301C, 1302C, 1308C, 1772C, 1785C, 1790C"
чылгаар,"1884A, 3482A, 1434C, 1435C"
чыт,"1884A, 3481A, 525C"
чажыпкаш,"1887A, 588B, 596B"
ачы,"1888A, 2377A"
үренин,1888A
хам,"1888A, 3439A, 1055B, 487C"
аймаазыныу,1888A
моозу,1888A
болзун,"1888A, 2604A, 2606A, 3450A, 78B, 931B, 1372B, 181C, 714C, 1565C"
бажыӊтга,1889A
аза,"1890A, 2699A, 637C, 873C, 879C, 886C"
ажар,"1892A, 1921A, 2175A, 2277A, 953B"
бужарын,"1892A, 2175A"
эзир,"1893A, 3331A"
ээп,"1895A, 2113A, 3153A, 1090C, 1094C"
ора_,1895A
каӊ,"1897A, 1908A, 2566A"
хожуула,"1897A, 1907A, 1908A"
аудара,1898A
аткаш,"1898A, 1928A, 2148A"
өдер,"1903A, 1025B"
үдү,1903A
арты,"1904A, 1921A"
мендээрге,1906A
өгуӊ,1907A
адывыт,1907A
чорудуптуп,1908A
өде,"1909A, 1929A"
халый,"1909A, 1953A, 157B, 191B, 269B, 1476B, 900C"
дүү,"1910A, 1429B, 903C, 903C"
идип,"1910A, 3435A"
саасканын,"1915A, 1925A"
тўдуп,1915A
тоолайын,1917A
хонганда,"1919A, 3023A, 3253A, 1214B"
тоолайыны,1919A
ээгизи,"1919A, 2139A, 2321A, 1504C, 1520C"
кылайган,1919A
саасканыныў,1920A
хыралган,1920A
кежер,"1922A, 631C"
кежии,1922A
дом,"1923A, 2822A"
сагаан,"1923A, 1924A, 1999A, 2628A, 2629A, 2636A, 2637A, 2648A, 2649A, 2653A, 2654A, 2751A, 2752A, 2760A, 2761A, 3309A"
тоолай,"1925A, 766B, 394C"
эмнеп,"1925A, 3241A, 3361A, 3401A"
хоран,"1931A, 2277A, 2308A, 205B, 999B, 734C, 754C, 763C"
далай,"1931A, 2594A, 3166A, 796B"
куспактап,"1934A, 9B"
салыптарга,"1934A, 664C"
хайлып,1936A
аъдынызӊ,1938A
орда,"1939A, 1951A, 2742A, 2745A, 966B, 1181B, 1217B, 1503B"
эрес,"1942A, 80B, 408B, 1507C, 1514C, 1518C, 1792C"
угааны,"1943A, 653B"
таан,"1943A, 653B, 686B, 714B"
шоодай,"1944A, 1948A"
элезинден,1944A
далайны,"1945A, 3169A, 3175A, 801B, 814B"
ортузунга,"1945A, 1951A, 1019B, 1048B, 309C"
чорумда,1945A
бадырыптар,"1946A, 526C, 740C, 778C"
элезинин,1948A
дергизинге,1948A
дергилээш,1948A
хорансарыг,1949A
далайынга,1949A
далайныӊ,"1951A, 811B"
шоодайын,1952A
бадырыптып,1952A
ажа,"1953A, 1124C, 1212C"
челзи,1956A
чарыштыра,1958A
маӊнадып,1958A
оранынга,1961A
баглаашта,"1965A, 605B, 611B"
тур_,1965A
даас,"1967A, 219C"
баглап,"1972A, 2098A, 2790A, 229B, 230B, 236B, 298B, 492B, 573B, 1009B, 456C, 484C, 1754C"
адаа,"1974A, 2538A"
менди,"1976A, 374B, 477B, 482B, 499B, 550B, 675C"
айтырышпас,1977A
өргээзинте,1978A
чуртуӊар,1987A
адыӊар,1988A
шолаӊар,"1988A, 2018A"
кайзы,1988A
адаамда,"1995A, 2030A"
меге,"1995A, 2035A, 3418A, 3424A, 1000B, 937C"
торум,1997A
читкенден,1997A
арбын,"1999A, 3479A, 241B"
буяныӊар,1999A
билдире,2000A
бөрүнүн,"2001A, 990C, 1471C, 1495C, 1591C, 1642C"
көгү,"2001A, 2010A"
дилгиниӊ,"2002A, 2146A, 1001C"
кызылы,"2002A, 2011A"
алза,"2003A, 690B, 198C"
мөөрейлиг,2004A
чарыштан,2005A
көрзе,2005A
боолук,"2006A, 2961A"
мугулай,2006A
ааза,2007A
бөрүнү,"2010A, 516B, 525B, 1045C, 1048C, 1156C, 1177C, 1183C, 1206C, 1642C"
айлгини,2011A
мында,"2011A, 2015A, 1265C, 1576C"
экери,2013A
келгенде,"2013A, 106B, 900B"
мөерей,2014A
чарыш,"2015A, 2391A, 637B"
